case_id,npz_path,mhd_path,z,y,x,spacing_z,spacing_y,spacing_x,split
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.188209889686363159853715266493,runs/run_2026_01_01/data/drr_pairs_fixed/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.188209889686363159853715266493.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.188209889686363159853715266493.mhd,256,256,256,1.435546875,1.4843759536743164,1.4843759536743164,train
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.188376349804761988217597754952,runs/run_2026_01_01/data/drr_pairs_fixed/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.188376349804761988217597754952.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.188376349804761988217597754952.mhd,256,256,256,0.95703125,1.5625,1.5625,train
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.194440094986948071643661798326,runs/run_2026_01_01/data/drr_pairs_fixed/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.194440094986948071643661798326.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.194440094986948071643661798326.mhd,256,256,256,1.3710937136784196,1.484375,1.484375,train
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.194465340552956447447896167830,runs/run_2026_01_01/data/drr_pairs_fixed/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.194465340552956447447896167830.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.194465340552956447447896167830.mhd,256,256,256,1.259765625,1.3945319652557373,1.3945319652557373,train
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.202811684116768680758082619196,runs/run_2026_01_01/data/drr_pairs_fixed/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.202811684116768680758082619196.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.202811684116768680758082619196.mhd,256,256,256,1.298828125,1.9531240463256836,1.9531240463256836,train
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.210837812047373739447725050963,runs/run_2026_01_01/data/drr_pairs_fixed/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.210837812047373739447725050963.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.210837812047373739447725050963.mhd,256,256,256,1.364062463864684,1.3671875,1.3671875,train
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.213140617640021803112060161074,runs/run_2026_01_01/data/drr_pairs_fixed/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.213140617640021803112060161074.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.213140617640021803112060161074.mhd,256,256,256,1.078125,1.234375,1.234375,train
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.216882370221919561230873289517,runs/run_2026_01_01/data/drr_pairs_fixed/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.216882370221919561230873289517.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.216882370221919561230873289517.mhd,256,256,256,1.220703125,1.308593988418579,1.308593988418579,train
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.219087313261026510628926082729,runs/run_2026_01_01/data/drr_pairs_fixed/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.219087313261026510628926082729.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.219087313261026510628926082729.mhd,256,256,256,1.09375,1.2265625,1.2265625,train
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.227962600322799211676960828223,runs/run_2026_01_01/data/drr_pairs_fixed/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.227962600322799211676960828223.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.227962600322799211676960828223.mhd,256,256,256,1.0205078125,1.3867180347442627,1.3867180347442627,train
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.231645134739451754302647733304,runs/run_2026_01_01/data/drr_pairs_fixed/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.231645134739451754302647733304.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.231645134739451754302647733304.mhd,256,256,256,1.2451171875,1.308593988418579,1.308593988418579,train
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.238522526736091851696274044574,runs/run_2026_01_01/data/drr_pairs_fixed/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.238522526736091851696274044574.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.238522526736091851696274044574.mhd,256,256,256,1.2867187159135938,1.328125,1.328125,train
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.241570579760883349458693655367,runs/run_2026_01_01/data/drr_pairs_fixed/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.241570579760883349458693655367.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.241570579760883349458693655367.mhd,256,256,256,1.26953125,1.22265625,1.22265625,train
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.249530219848512542668813996730,runs/run_2026_01_01/data/drr_pairs_fixed/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.249530219848512542668813996730.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.249530219848512542668813996730.mhd,256,256,256,1.17431640625,1.2109379768371582,1.2109379768371582,train
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.250438451287314206124484591986,runs/run_2026_01_01/data/drr_pairs_fixed/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.250438451287314206124484591986.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.250438451287314206124484591986.mhd,256,256,256,1.0791015625,1.2421879768371582,1.2421879768371582,train
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.250863365157630276148828903732,runs/run_2026_01_01/data/drr_pairs_fixed/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.250863365157630276148828903732.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.250863365157630276148828903732.mhd,256,256,256,1.4501953125,1.8984379768371582,1.8984379768371582,train
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.269689294231892620436462818860,runs/run_2026_01_01/data/drr_pairs_fixed/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.269689294231892620436462818860.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.269689294231892620436462818860.mhd,256,256,256,1.201171875,1.2343759536743164,1.2343759536743164,train
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.272042302501586336192628818865,runs/run_2026_01_01/data/drr_pairs_fixed/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.272042302501586336192628818865.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.272042302501586336192628818865.mhd,256,256,256,1.09375,1.421875,1.421875,train
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.277445975068759205899107114231,runs/run_2026_01_01/data/drr_pairs_fixed/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.277445975068759205899107114231.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.277445975068759205899107114231.mhd,256,256,256,1.2445312170311809,1.484375,1.484375,train
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.278660284797073139172446973682,runs/run_2026_01_01/data/drr_pairs_fixed/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.278660284797073139172446973682.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.278660284797073139172446973682.mhd,256,256,256,1.142578125,1.3281240463256836,1.3281240463256836,train
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.280972147860943609388015648430,runs/run_2026_01_01/data/drr_pairs_fixed/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.280972147860943609388015648430.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.280972147860943609388015648430.mhd,256,256,256,1.357421875,1.5625,1.5625,train
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.281489753704424911132261151767,runs/run_2026_01_01/data/drr_pairs_fixed/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.281489753704424911132261151767.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.281489753704424911132261151767.mhd,256,256,256,1.14990234375,1.1718759536743164,1.1718759536743164,train
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.295298571102631191572192562523,runs/run_2026_01_01/data/drr_pairs_fixed/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.295298571102631191572192562523.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.295298571102631191572192562523.mhd,256,256,256,1.1328125,1.40625,1.40625,train
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.295420274214095686326263147663,runs/run_2026_01_01/data/drr_pairs_fixed/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.295420274214095686326263147663.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.295420274214095686326263147663.mhd,256,256,256,1.191406136378646,1.0507819652557373,1.0507819652557373,train
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.302134342469412607966016057827,runs/run_2026_01_01/data/drr_pairs_fixed/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.302134342469412607966016057827.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.302134342469412607966016057827.mhd,256,256,256,0.90087890625,1.40625,1.40625,train
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.303421828981831854739626597495,runs/run_2026_01_01/data/drr_pairs_fixed/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.303421828981831854739626597495.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.303421828981831854739626597495.mhd,256,256,256,1.171875,1.48828125,1.48828125,train
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.305858704835252413616501469037,runs/run_2026_01_01/data/drr_pairs_fixed/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.305858704835252413616501469037.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.305858704835252413616501469037.mhd,256,256,256,1.1328125,1.36328125,1.36328125,train
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.310548927038333190233889983845,runs/run_2026_01_01/data/drr_pairs_fixed/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.310548927038333190233889983845.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.310548927038333190233889983845.mhd,256,256,256,1.240234375,1.40625,1.40625,train
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.310626494937915759224334597176,runs/run_2026_01_01/data/drr_pairs_fixed/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.310626494937915759224334597176.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.310626494937915759224334597176.mhd,256,256,256,1.240234375,1.1718759536743164,1.1718759536743164,train
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.311981398931043315779172047718,runs/run_2026_01_01/data/drr_pairs_fixed/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.311981398931043315779172047718.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.311981398931043315779172047718.mhd,256,256,256,1.474609375,1.71875,1.71875,train
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.313334055029671473836954456733,runs/run_2026_01_01/data/drr_pairs_fixed/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.313334055029671473836954456733.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.313334055029671473836954456733.mhd,256,256,256,1.201171875,1.40625,1.40625,train
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.313605260055394498989743099991,runs/run_2026_01_01/data/drr_pairs_fixed/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.313605260055394498989743099991.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.313605260055394498989743099991.mhd,256,256,256,1.259765625,1.5625,1.5625,train
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.313835996725364342034830119490,runs/run_2026_01_01/data/drr_pairs_fixed/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.313835996725364342034830119490.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.313835996725364342034830119490.mhd,256,256,256,1.13525390625,1.40625,1.40625,train
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.317087518531899043292346860596,runs/run_2026_01_01/data/drr_pairs_fixed/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.317087518531899043292346860596.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.317087518531899043292346860596.mhd,256,256,256,1.1572265625,1.25,1.25,train
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.323302986710576400812869264321,runs/run_2026_01_01/data/drr_pairs_fixed/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.323302986710576400812869264321.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.323302986710576400812869264321.mhd,256,256,256,1.2265625,1.40625,1.40625,train
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.323859712968543712594665815359,runs/run_2026_01_01/data/drr_pairs_fixed/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.323859712968543712594665815359.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.323859712968543712594665815359.mhd,256,256,256,1.3037109375,1.191406011581421,1.191406011581421,train
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.332453873575389860371315979768,runs/run_2026_01_01/data/drr_pairs_fixed/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.332453873575389860371315979768.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.332453873575389860371315979768.mhd,256,256,256,1.434374962002039,1.2890625,1.2890625,train
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.333145094436144085379032922488,runs/run_2026_01_01/data/drr_pairs_fixed/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.333145094436144085379032922488.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.333145094436144085379032922488.mhd,256,256,256,1.357421875,1.5625,1.5625,train
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.334517907433161353885866806005,runs/run_2026_01_01/data/drr_pairs_fixed/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.334517907433161353885866806005.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.334517907433161353885866806005.mhd,256,256,256,1.0937501303851604,1.3515625,1.3515625,train
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.395623571499047043765181005112,runs/run_2026_01_01/data/drr_pairs_fixed/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.395623571499047043765181005112.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.395623571499047043765181005112.mhd,256,256,256,1.064453125,1.5625,1.5625,train
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.404364125369979066736354549484,runs/run_2026_01_01/data/drr_pairs_fixed/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.404364125369979066736354549484.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.404364125369979066736354549484.mhd,256,256,256,1.2374999672174454,1.171875,1.171875,train
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.430109407146633213496148200410,runs/run_2026_01_01/data/drr_pairs_fixed/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.430109407146633213496148200410.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.430109407146633213496148200410.mhd,256,256,256,1.431640625,1.2734375,1.2734375,train
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.450501966058662668272378865145,runs/run_2026_01_01/data/drr_pairs_fixed/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.450501966058662668272378865145.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.450501966058662668272378865145.mhd,256,256,256,1.259765625,1.2890620231628418,1.2890620231628418,train
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.511347030803753100045216493273,runs/run_2026_01_01/data/drr_pairs_fixed/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.511347030803753100045216493273.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.511347030803753100045216493273.mhd,256,256,256,1.435546875,1.40625,1.40625,train
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.525937963993475482158828421281,runs/run_2026_01_01/data/drr_pairs_fixed/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.525937963993475482158828421281.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.525937963993475482158828421281.mhd,256,256,256,1.259765625,1.6406240463256836,1.6406240463256836,train
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.534006575256943390479252771547,runs/run_2026_01_01/data/drr_pairs_fixed/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.534006575256943390479252771547.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.534006575256943390479252771547.mhd,256,256,256,1.33056640625,1.4453120231628418,1.4453120231628418,train
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.534083630500464995109143618896,runs/run_2026_01_01/data/drr_pairs_fixed/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.534083630500464995109143618896.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.534083630500464995109143618896.mhd,256,256,256,1.1181640625,1.308593988418579,1.308593988418579,train
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.564534197011295112247542153557,runs/run_2026_01_01/data/drr_pairs_fixed/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.564534197011295112247542153557.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.564534197011295112247542153557.mhd,256,256,256,1.2939453125,1.8867180347442627,1.8867180347442627,train
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.566816709786169715745131047975,runs/run_2026_01_01/data/drr_pairs_fixed/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.566816709786169715745131047975.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.566816709786169715745131047975.mhd,256,256,256,1.298828125,1.4843759536743164,1.4843759536743164,train
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.621916089407825046337959219998,runs/run_2026_01_01/data/drr_pairs_fixed/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.621916089407825046337959219998.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.621916089407825046337959219998.mhd,256,256,256,1.298828125,1.71875,1.71875,train
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.657775098760536289051744981056,runs/run_2026_01_01/data/drr_pairs_fixed/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.657775098760536289051744981056.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.657775098760536289051744981056.mhd,256,256,256,1.171875,1.2890620231628418,1.2890620231628418,train
