case_id,mhd_path
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.187451715205085403623595258748,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.187451715205085403623595258748.mhd
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.188209889686363159853715266493,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.188209889686363159853715266493.mhd
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.188376349804761988217597754952,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.188376349804761988217597754952.mhd
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.194440094986948071643661798326,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.194440094986948071643661798326.mhd
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.194465340552956447447896167830,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.194465340552956447447896167830.mhd
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.202811684116768680758082619196,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.202811684116768680758082619196.mhd
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.210837812047373739447725050963,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.210837812047373739447725050963.mhd
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.213140617640021803112060161074,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.213140617640021803112060161074.mhd
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.216882370221919561230873289517,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.216882370221919561230873289517.mhd
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.219087313261026510628926082729,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.219087313261026510628926082729.mhd
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.219909753224298157409438012179,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.219909753224298157409438012179.mhd
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.227962600322799211676960828223,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.227962600322799211676960828223.mhd
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.231645134739451754302647733304,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.231645134739451754302647733304.mhd
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.238522526736091851696274044574,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.238522526736091851696274044574.mhd
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.241570579760883349458693655367,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.241570579760883349458693655367.mhd
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.249530219848512542668813996730,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.249530219848512542668813996730.mhd
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.250438451287314206124484591986,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.250438451287314206124484591986.mhd
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.250863365157630276148828903732,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.250863365157630276148828903732.mhd
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.269689294231892620436462818860,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.269689294231892620436462818860.mhd
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.272042302501586336192628818865,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.272042302501586336192628818865.mhd
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.277445975068759205899107114231,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.277445975068759205899107114231.mhd
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.278660284797073139172446973682,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.278660284797073139172446973682.mhd
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.280972147860943609388015648430,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.280972147860943609388015648430.mhd
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.281489753704424911132261151767,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.281489753704424911132261151767.mhd
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.293757615532132808762625441831,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.293757615532132808762625441831.mhd
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.294188507421106424248264912111,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.294188507421106424248264912111.mhd
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.295298571102631191572192562523,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.295298571102631191572192562523.mhd
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.295420274214095686326263147663,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.295420274214095686326263147663.mhd
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.302134342469412607966016057827,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.302134342469412607966016057827.mhd
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.303421828981831854739626597495,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.303421828981831854739626597495.mhd
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.305858704835252413616501469037,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.305858704835252413616501469037.mhd
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.310548927038333190233889983845,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.310548927038333190233889983845.mhd
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.310626494937915759224334597176,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.310626494937915759224334597176.mhd
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.311981398931043315779172047718,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.311981398931043315779172047718.mhd
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.313334055029671473836954456733,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.313334055029671473836954456733.mhd
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.313605260055394498989743099991,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.313605260055394498989743099991.mhd
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.313835996725364342034830119490,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.313835996725364342034830119490.mhd
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.317087518531899043292346860596,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.317087518531899043292346860596.mhd
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.323302986710576400812869264321,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.323302986710576400812869264321.mhd
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.323859712968543712594665815359,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.323859712968543712594665815359.mhd
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.332453873575389860371315979768,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.332453873575389860371315979768.mhd
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.333145094436144085379032922488,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.333145094436144085379032922488.mhd
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.334517907433161353885866806005,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.334517907433161353885866806005.mhd
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.395623571499047043765181005112,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.395623571499047043765181005112.mhd
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.397062004302272014259317520874,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.397062004302272014259317520874.mhd
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.404364125369979066736354549484,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.404364125369979066736354549484.mhd
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.417815314896088956784723476543,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.417815314896088956784723476543.mhd
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.430109407146633213496148200410,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.430109407146633213496148200410.mhd
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.450501966058662668272378865145,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.450501966058662668272378865145.mhd
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.511347030803753100045216493273,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.511347030803753100045216493273.mhd
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.525937963993475482158828421281,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.525937963993475482158828421281.mhd
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.534006575256943390479252771547,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.534006575256943390479252771547.mhd
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.534083630500464995109143618896,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.534083630500464995109143618896.mhd
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.564534197011295112247542153557,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.564534197011295112247542153557.mhd
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.566816709786169715745131047975,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.566816709786169715745131047975.mhd
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.621916089407825046337959219998,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.621916089407825046337959219998.mhd
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.640729228179368154416184318668,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.640729228179368154416184318668.mhd
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.657775098760536289051744981056,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.657775098760536289051744981056.mhd
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.716498695101447665580610403574,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.716498695101447665580610403574.mhd
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.724251104254976962355686318345,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.724251104254976962355686318345.mhd
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.752756872840730509471096155114,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.752756872840730509471096155114.mhd
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.805925269324902055566754756843,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.805925269324902055566754756843.mhd
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.826812708000318290301835871780,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.826812708000318290301835871780.mhd
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.832260670372728970918746541371,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.832260670372728970918746541371.mhd
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.868211851413924881662621747734,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.868211851413924881662621747734.mhd
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.898642529028521482602829374444,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.898642529028521482602829374444.mhd
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.905371958588660410240398317235,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.905371958588660410240398317235.mhd
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.975254950136384517744116790879,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.975254950136384517744116790879.mhd
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.979083010707182900091062408058,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.979083010707182900091062408058.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.104562737760173137525888934217,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.104562737760173137525888934217.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.106719103982792863757268101375,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.106719103982792863757268101375.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.108231420525711026834210228428,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.108231420525711026834210228428.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.111017101339429664883879536171,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.111017101339429664883879536171.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.113697708991260454310623082679,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.113697708991260454310623082679.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.114218724025049818743426522343,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.114218724025049818743426522343.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.121824995088859376862458155637,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.121824995088859376862458155637.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.128059192202504367870633619224,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.128059192202504367870633619224.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.128881800399702510818644205032,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.128881800399702510818644205032.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.134370886216012873213579659366,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.134370886216012873213579659366.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.139595277234735528205899724196,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.139595277234735528205899724196.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.140527383975300992150799777603,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.140527383975300992150799777603.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.144943344795414353192059796098,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.144943344795414353192059796098.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.145759169833745025756371695397,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.145759169833745025756371695397.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.146603910507557786636779705509,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.146603910507557786636779705509.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.152684536713461901635595118048,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.152684536713461901635595118048.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.161002239822118346732951898613,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.161002239822118346732951898613.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.161073793312426102774780216551,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.161073793312426102774780216551.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.162207236104936931957809623059,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.162207236104936931957809623059.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.162718361851587451505896742103,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.162718361851587451505896742103.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.162901839201654862079549658100,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.162901839201654862079549658100.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.163994693532965040247348251579,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.163994693532965040247348251579.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.168037818448885856452592057286,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.168037818448885856452592057286.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.168605638657404145360275453085,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.168605638657404145360275453085.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.169128136262002764211589185953,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.169128136262002764211589185953.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.171919524048654494439256263785,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.171919524048654494439256263785.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.173106154739244262091404659845,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.173106154739244262091404659845.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.179049373636438705059720603192,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.179049373636438705059720603192.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.179162671133894061547290922949,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.179162671133894061547290922949.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.183184435049555024219115904825,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.183184435049555024219115904825.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.183843376225716802567192412456,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.183843376225716802567192412456.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.184019785706727365023450012318,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.184019785706727365023450012318.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.186021279664749879526003668137,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.186021279664749879526003668137.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.193408384740507320589857096592,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.193408384740507320589857096592.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.193808128386712859512130599234,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.193808128386712859512130599234.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.197987940182806628828566429132,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.197987940182806628828566429132.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.200558451375970945040979397866,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.200558451375970945040979397866.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.206539885154775002929031534291,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.206539885154775002929031534291.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.208737629504245244513001631764,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.208737629504245244513001631764.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.216652640878960522552873394709,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.216652640878960522552873394709.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.222087811960706096424718056430,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.222087811960706096424718056430.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.226456162308124493341905600418,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.226456162308124493341905600418.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.231002159523969307155990628066,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.231002159523969307155990628066.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.231834776365874788440767645596,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.231834776365874788440767645596.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.243094273518213382155770295147,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.243094273518213382155770295147.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.247769845138587733933485039556,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.247769845138587733933485039556.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.250397690690072950000431855143,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.250397690690072950000431855143.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.259018373683540453277752706262,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.259018373683540453277752706262.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.259543921154154401875872845498,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.259543921154154401875872845498.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.270390050141765094612147226290,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.270390050141765094612147226290.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.272961322147784625028175033640,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.272961322147784625028175033640.mhd
subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.275766318636944297772360944907,data/luna16/subset1/subset1/1.3.6.1.4.1.14519.5.2.1.6279.6001.275766318636944297772360944907.mhd
