case_id,npz_path,mhd_path,z,y,x,spacing_z,spacing_y,spacing_x
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.139258777898746693365877042411,data/drp_pairs/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.139258777898746693365877042411.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.139258777898746693365877042411.mhd,96,256,256,0.5,0.513671875,0.513671875
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.139713436241461669335487719526,data/drp_pairs/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.139713436241461669335487719526.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.139713436241461669335487719526.mhd,96,256,256,2.5,0.7226560115814209,0.7226560115814209
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.141069661700670042960678408762,data/drp_pairs/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.141069661700670042960678408762.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.141069661700670042960678408762.mhd,96,256,256,1.0,0.572265625,0.572265625
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.144438612068946916340281098509,data/drp_pairs/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.144438612068946916340281098509.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.144438612068946916340281098509.mhd,96,256,256,2.0,0.6640620231628418,0.6640620231628418
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.146429221666426688999739595820,data/drp_pairs/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.146429221666426688999739595820.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.146429221666426688999739595820.mhd,96,256,256,0.5,0.73046875,0.73046875
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.154677396354641150280013275227,data/drp_pairs/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.154677396354641150280013275227.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.154677396354641150280013275227.mhd,96,256,256,1.0,0.78125,0.78125
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.187451715205085403623595258748,data/drp_pairs/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.187451715205085403623595258748.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.187451715205085403623595258748.mhd,96,256,256,2.5,0.703125,0.703125
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.188209889686363159853715266493,data/drp_pairs/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.188209889686363159853715266493.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.188209889686363159853715266493.mhd,96,256,256,2.5,0.7421879768371582,0.7421879768371582
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.188376349804761988217597754952,data/drp_pairs/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.188376349804761988217597754952.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.188376349804761988217597754952.mhd,96,256,256,1.0,0.78125,0.78125
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.194440094986948071643661798326,data/drp_pairs/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.194440094986948071643661798326.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.194440094986948071643661798326.mhd,96,256,256,1.7999999523162842,0.7421875,0.7421875
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.194465340552956447447896167830,data/drp_pairs/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.194465340552956447447896167830.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.194465340552956447447896167830.mhd,96,256,256,2.5,0.6972659826278687,0.6972659826278687
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.202811684116768680758082619196,data/drp_pairs/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.202811684116768680758082619196.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.202811684116768680758082619196.mhd,96,256,256,2.5,0.9765620231628418,0.9765620231628418
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.210837812047373739447725050963,data/drp_pairs/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.210837812047373739447725050963.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.210837812047373739447725050963.mhd,96,256,256,1.7999999523162842,0.68359375,0.68359375
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.213140617640021803112060161074,data/drp_pairs/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.213140617640021803112060161074.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.213140617640021803112060161074.mhd,96,256,256,1.0,0.6171875,0.6171875
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.216882370221919561230873289517,data/drp_pairs/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.216882370221919561230873289517.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.216882370221919561230873289517.mhd,96,256,256,1.25,0.6542969942092896,0.6542969942092896
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.219087313261026510628926082729,data/drp_pairs/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.219087313261026510628926082729.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.219087313261026510628926082729.mhd,96,256,256,1.0,0.61328125,0.61328125
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.219909753224298157409438012179,data/drp_pairs/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.219909753224298157409438012179.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.219909753224298157409438012179.mhd,96,256,256,2.5,0.625,0.625
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.227962600322799211676960828223,data/drp_pairs/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.227962600322799211676960828223.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.227962600322799211676960828223.mhd,96,256,256,1.25,0.6933590173721313,0.6933590173721313
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.231645134739451754302647733304,data/drp_pairs/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.231645134739451754302647733304.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.231645134739451754302647733304.mhd,96,256,256,1.25,0.6542969942092896,0.6542969942092896
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.238522526736091851696274044574,data/drp_pairs/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.238522526736091851696274044574.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.238522526736091851696274044574.mhd,96,256,256,1.7999999523162842,0.6640625,0.6640625
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.241570579760883349458693655367,data/drp_pairs/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.241570579760883349458693655367.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.241570579760883349458693655367.mhd,96,256,256,1.0,0.611328125,0.611328125
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.249530219848512542668813996730,data/drp_pairs/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.249530219848512542668813996730.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.249530219848512542668813996730.mhd,96,256,256,0.625,0.6054689884185791,0.6054689884185791
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.250438451287314206124484591986,data/drp_pairs/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.250438451287314206124484591986.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.250438451287314206124484591986.mhd,96,256,256,1.25,0.6210939884185791,0.6210939884185791
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.250863365157630276148828903732,data/drp_pairs/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.250863365157630276148828903732.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.250863365157630276148828903732.mhd,96,256,256,1.25,0.9492189884185791,0.9492189884185791
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.269689294231892620436462818860,data/drp_pairs/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.269689294231892620436462818860.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.269689294231892620436462818860.mhd,96,256,256,2.5,0.6171879768371582,0.6171879768371582
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.272042302501586336192628818865,data/drp_pairs/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.272042302501586336192628818865.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.272042302501586336192628818865.mhd,96,256,256,1.0,0.7109375,0.7109375
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.277445975068759205899107114231,data/drp_pairs/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.277445975068759205899107114231.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.277445975068759205899107114231.mhd,96,256,256,1.7999999523162842,0.7421875,0.7421875
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.278660284797073139172446973682,data/drp_pairs/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.278660284797073139172446973682.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.278660284797073139172446973682.mhd,96,256,256,2.5,0.6640620231628418,0.6640620231628418
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.280972147860943609388015648430,data/drp_pairs/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.280972147860943609388015648430.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.280972147860943609388015648430.mhd,96,256,256,2.5,0.78125,0.78125
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.281489753704424911132261151767,data/drp_pairs/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.281489753704424911132261151767.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.281489753704424911132261151767.mhd,96,256,256,0.625,0.5859379768371582,0.5859379768371582
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.293757615532132808762625441831,data/drp_pairs/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.293757615532132808762625441831.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.293757615532132808762625441831.mhd,96,256,256,0.625,0.78125,0.78125
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.294188507421106424248264912111,data/drp_pairs/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.294188507421106424248264912111.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.294188507421106424248264912111.mhd,96,256,256,1.25,0.5859379768371582,0.5859379768371582
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.295298571102631191572192562523,data/drp_pairs/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.295298571102631191572192562523.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.295298571102631191572192562523.mhd,96,256,256,1.25,0.703125,0.703125
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.295420274214095686326263147663,data/drp_pairs/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.295420274214095686326263147663.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.295420274214095686326263147663.mhd,96,256,256,1.2499998807907104,0.5253909826278687,0.5253909826278687
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.302134342469412607966016057827,data/drp_pairs/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.302134342469412607966016057827.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.302134342469412607966016057827.mhd,96,256,256,0.625,0.703125,0.703125
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.303421828981831854739626597495,data/drp_pairs/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.303421828981831854739626597495.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.303421828981831854739626597495.mhd,96,256,256,1.0,0.744140625,0.744140625
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.305858704835252413616501469037,data/drp_pairs/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.305858704835252413616501469037.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.305858704835252413616501469037.mhd,96,256,256,1.0,0.681640625,0.681640625
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.310548927038333190233889983845,data/drp_pairs/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.310548927038333190233889983845.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.310548927038333190233889983845.mhd,96,256,256,2.5,0.703125,0.703125
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.310626494937915759224334597176,data/drp_pairs/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.310626494937915759224334597176.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.310626494937915759224334597176.mhd,96,256,256,2.5,0.5859379768371582,0.5859379768371582
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.311981398931043315779172047718,data/drp_pairs/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.311981398931043315779172047718.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.311981398931043315779172047718.mhd,96,256,256,2.5,0.859375,0.859375
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.313334055029671473836954456733,data/drp_pairs/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.313334055029671473836954456733.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.313334055029671473836954456733.mhd,96,256,256,2.5,0.703125,0.703125
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.313605260055394498989743099991,data/drp_pairs/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.313605260055394498989743099991.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.313605260055394498989743099991.mhd,96,256,256,2.5,0.78125,0.78125
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.313835996725364342034830119490,data/drp_pairs/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.313835996725364342034830119490.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.313835996725364342034830119490.mhd,96,256,256,0.625,0.703125,0.703125
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.317087518531899043292346860596,data/drp_pairs/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.317087518531899043292346860596.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.317087518531899043292346860596.mhd,96,256,256,0.625,0.625,0.625
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.323302986710576400812869264321,data/drp_pairs/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.323302986710576400812869264321.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.323302986710576400812869264321.mhd,96,256,256,2.0,0.703125,0.703125
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.323859712968543712594665815359,data/drp_pairs/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.323859712968543712594665815359.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.323859712968543712594665815359.mhd,96,256,256,1.25,0.5957030057907104,0.5957030057907104
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.332453873575389860371315979768,data/drp_pairs/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.332453873575389860371315979768.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.332453873575389860371315979768.mhd,96,256,256,1.7999999523162842,0.64453125,0.64453125
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.333145094436144085379032922488,data/drp_pairs/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.333145094436144085379032922488.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.333145094436144085379032922488.mhd,96,256,256,2.5,0.78125,0.78125
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.334517907433161353885866806005,data/drp_pairs/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.334517907433161353885866806005.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.334517907433161353885866806005.mhd,96,256,256,1.0000001192092896,0.67578125,0.67578125
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.395623571499047043765181005112,data/drp_pairs/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.395623571499047043765181005112.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.395623571499047043765181005112.mhd,96,256,256,2.5,0.78125,0.78125
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.397062004302272014259317520874,data/drp_pairs/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.397062004302272014259317520874.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.397062004302272014259317520874.mhd,96,256,256,1.0,0.78125,0.78125
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.404364125369979066736354549484,data/drp_pairs/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.404364125369979066736354549484.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.404364125369979066736354549484.mhd,96,256,256,1.7999999523162842,0.5859375,0.5859375
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.417815314896088956784723476543,data/drp_pairs/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.417815314896088956784723476543.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.417815314896088956784723476543.mhd,96,256,256,1.0,0.578125,0.578125
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.430109407146633213496148200410,data/drp_pairs/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.430109407146633213496148200410.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.430109407146633213496148200410.mhd,96,256,256,0.5,0.63671875,0.63671875
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.450501966058662668272378865145,data/drp_pairs/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.450501966058662668272378865145.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.450501966058662668272378865145.mhd,96,256,256,2.5,0.6445310115814209,0.6445310115814209
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.511347030803753100045216493273,data/drp_pairs/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.511347030803753100045216493273.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.511347030803753100045216493273.mhd,96,256,256,2.5,0.703125,0.703125
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.525937963993475482158828421281,data/drp_pairs/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.525937963993475482158828421281.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.525937963993475482158828421281.mhd,96,256,256,0.625,0.8203120231628418,0.8203120231628418
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.534006575256943390479252771547,data/drp_pairs/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.534006575256943390479252771547.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.534006575256943390479252771547.mhd,96,256,256,0.625,0.7226560115814209,0.7226560115814209
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.534083630500464995109143618896,data/drp_pairs/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.534083630500464995109143618896.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.534083630500464995109143618896.mhd,96,256,256,1.25,0.6542969942092896,0.6542969942092896
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.564534197011295112247542153557,data/drp_pairs/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.564534197011295112247542153557.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.564534197011295112247542153557.mhd,96,256,256,1.25,0.9433590173721313,0.9433590173721313
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.566816709786169715745131047975,data/drp_pairs/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.566816709786169715745131047975.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.566816709786169715745131047975.mhd,96,256,256,2.5,0.7421879768371582,0.7421879768371582
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.621916089407825046337959219998,data/drp_pairs/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.621916089407825046337959219998.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.621916089407825046337959219998.mhd,96,256,256,2.5,0.859375,0.859375
subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.640729228179368154416184318668,data/drp_pairs/npz/subset0__1.3.6.1.4.1.14519.5.2.1.6279.6001.640729228179368154416184318668.npz,data/luna16/subset0/subset0/1.3.6.1.4.1.14519.5.2.1.6279.6001.640729228179368154416184318668.mhd,96,256,256,0.699999988079071,0.65234375,0.65234375
